f1,f2,f3,f4,f5,f6,f7,f8
4.2299999999999995,4.34,1.12,0.18025,0.20159999999999997,c1,2.065,1.08
4.2749999999999995,4.305,1.4,0.27949999999999997,0.2331,c1,2.388,0.9495
3.285,3.29,0.84,0.0815,0.09315,c1,0.841,0.42000000000000004
3.195,3.29,0.8,0.08375,0.07245,c1,0.951,0.5549999999999999
4.2749999999999995,4.27,1.2,0.25975,0.23175,c1,2.227,0.9015
5.084999999999999,5.04,1.44,0.42325,0.3663,c1,3.438,1.1625
4.05,3.745,1.08,0.161,0.16290000000000002,c1,1.615,0.75
2.34,2.4499999999999997,0.6,0.045,0.02205,c2,0.36,0.165
3.915,3.7800000000000002,1.12,0.165,0.14355,c0,1.469,0.639
2.1149999999999998,2.345,0.68,0.033,0.031050000000000005,c0,0.309,0.135
3.465,3.64,1.12,0.12425,0.18314999999999998,c0,1.319,0.48
4.095,4.0249999999999995,1.08,0.21225,0.17729999999999999,c0,1.814,0.78
4.1850000000000005,4.234999999999999,1.32,0.21075,0.22275,c0,2.112,1.02
3.2399999999999998,3.2550000000000003,0.84,0.086,0.0963,c0,0.862,0.5249999999999999
2.655,2.59,0.8,0.05825,0.05039999999999999,c1,0.537,0.2505
3.15,3.36,0.84,0.17600000000000002,0.1143,c2,1.27,0.405
3.2399999999999998,3.3249999999999997,1.0,0.08475,0.0729,c1,0.894,0.42000000000000004
3.195,3.045,1.0,0.07675,0.0666,c2,0.815,0.495
4.41,4.375,1.6,0.29475,0.2565,c1,2.765,1.143
4.68,4.655,1.4,0.303,0.28800000000000003,c0,2.745,1.185
3.96,3.9200000000000004,1.04,0.1745,0.1341,c2,1.447,0.6000000000000001
4.7700000000000005,4.48,1.32,0.23825,0.27,c0,2.379,1.0499999999999998
3.87,4.0249999999999995,1.04,0.14475,0.18045000000000003,c2,1.485,0.66
3.96,3.9200000000000004,1.24,0.21575,0.23670000000000002,c1,1.941,0.765
2.6999999999999997,2.6950000000000003,0.72,0.06125,0.0396,c2,0.494,0.2025
4.365,4.34,1.24,0.231,0.2079,c0,2.0980000000000003,0.75
2.745,2.8699999999999997,0.8,0.05,0.05895,c2,0.529,0.255
4.005,3.9200000000000004,1.28,0.21,0.19575,c0,1.793,0.6645
4.635,4.55,1.44,0.32899999999999996,0.28215,c0,2.926,1.2345
4.005,4.234999999999999,1.12,0.21475,0.18764999999999998,c0,1.964,0.885
2.88,2.975,0.8,0.063,0.054,c2,0.611,0.318
4.59,4.34,1.4,0.24925,0.20429999999999998,c1,2.251,0.9450000000000001
3.375,3.22,0.96,0.08875,0.099,c1,0.921,0.44999999999999996
3.33,3.29,0.88,0.125,0.10350000000000001,c2,1.111,0.489
1.7550000000000001,1.7850000000000001,0.52,0.01575,0.016200000000000003,c0,0.16,0.08100000000000002
3.87,3.71,1.08,0.1225,0.13094999999999998,c2,1.251,0.6405
3.78,3.9899999999999998,1.12,0.20800000000000002,0.14850000000000002,c0,1.749,0.75
3.285,3.08,0.92,0.12175,0.0756,c2,1.002,0.4395
2.835,2.94,0.88,0.09275,0.0747,c2,0.805,0.3045
2.9250000000000003,2.8699999999999997,0.96,0.079,0.0729,c0,0.749,0.375
2.34,2.415,0.72,0.03875,0.03915,c1,0.414,0.22949999999999998
3.69,3.64,1.16,0.14825,0.14355,c2,1.2919999999999998,0.495
4.7700000000000005,4.62,1.4,0.36975,0.31545,c0,3.1660000000000004,1.215
3.6,3.5700000000000003,1.16,0.1155,0.1287,c2,1.155,0.5309999999999999
3.8249999999999997,3.6750000000000003,1.12,0.21025,0.1638,c1,1.747,0.6675
3.195,3.08,0.96,0.1155,0.099,c2,0.99,0.375
2.88,2.975,0.68,0.06175,0.060300000000000006,c2,0.524,0.21749999999999997
4.2749999999999995,4.2,1.24,0.2205,0.171,c1,2.1180000000000003,1.17
3.195,3.3249999999999997,0.8,0.12675,0.0819,c2,1.007,0.42000000000000004
4.59,4.34,1.44,0.297,0.24840000000000004,c1,2.663,1.164
4.05,4.095,1.44,0.168,0.16695000000000002,c0,1.599,0.711
3.735,3.7800000000000002,1.04,0.136,0.2034,c0,1.649,0.72
4.32,4.375,1.28,0.28975,0.19305,c0,2.283,0.8699999999999999
2.9250000000000003,2.8699999999999997,0.8,0.10400000000000001,0.05895,c2,0.7879999999999999,0.318
3.6450000000000005,3.64,1.16,0.17675,0.15165,c1,1.6580000000000001,0.615
4.95,4.585,1.44,0.293,0.2529,c0,2.548,1.095
4.635,4.62,1.24,0.35275,0.31995,c0,2.883,1.0050000000000001
4.68,4.795,1.2,0.23175,0.2628,c0,2.6860000000000004,1.2000000000000002
4.5,4.62,1.24,0.32425,0.25920000000000004,c1,2.753,1.0050000000000001
3.195,3.29,1.04,0.10025,0.1134,c1,1.093,0.5549999999999999
4.41,4.515000000000001,1.28,0.25075,0.2601,c1,2.2880000000000003,0.9570000000000001
3.1049999999999995,3.15,0.84,0.09,0.10125,c0,0.823,0.405
3.96,3.9899999999999998,0.76,0.16975,0.19935,c0,1.6540000000000001,0.705
1.8,1.855,0.52,0.02,0.01845,c2,0.195,0.08399999999999999
2.295,2.3800000000000003,0.76,0.0405,0.030600000000000002,c0,0.426,0.21000000000000002
2.79,2.8000000000000003,0.92,0.07375,0.06255000000000001,c1,0.693,0.34500000000000003
4.2299999999999995,4.165,1.24,0.22575,0.1602,c1,2.242,0.46499999999999997
3.6,3.6750000000000003,1.12,0.12025,0.14400000000000002,c2,1.391,0.759
4.905,4.8999999999999995,1.04,0.33625,0.3366,c1,3.112,0.585
1.98,2.065,0.56,0.02575,0.02475,c2,0.252,0.10500000000000001
3.465,3.7800000000000002,1.12,0.16325,0.10439999999999999,c1,1.531,0.7095
4.455,4.375,1.32,0.2535,0.2862,c1,2.524,1.17
4.95,4.97,1.6,0.441,0.396,c0,3.809,1.5
3.015,3.15,0.84,0.07875,0.07155,c2,0.7240000000000001,0.3285
3.2399999999999998,3.605,1.0,0.09075,0.1125,c2,0.945,0.41400000000000003
2.025,2.03,0.6,0.02575,0.021150000000000002,c1,0.28,0.12
4.7250000000000005,4.7250000000000005,1.28,0.28600000000000003,0.24795000000000003,c0,2.567,1.0635
4.2749999999999995,4.48,1.52,0.21825,0.2529,c1,2.302,1.1415
3.2399999999999998,3.2550000000000003,0.92,0.1475,0.12555000000000002,c0,1.159,0.36
3.06,3.08,1.04,0.0765,0.10395,c1,0.839,0.39
3.1049999999999995,3.185,1.2,0.08425,0.1125,c0,1.159,0.645
4.32,4.515000000000001,1.52,0.34625,0.26145,c1,2.742,1.0499999999999998
4.1850000000000005,4.13,1.12,0.23475,0.23670000000000002,c0,2.092,0.789
3.15,3.29,0.92,0.09775,0.1143,c1,0.9740000000000001,0.46499999999999997
2.565,2.485,0.76,0.04775,0.04275,c2,0.455,0.21449999999999997
3.375,3.3249999999999997,1.2,0.09775,0.10935,c1,1.1179999999999999,0.5835
4.140000000000001,4.27,1.16,0.239,0.26505,c1,2.237,0.8955
4.2299999999999995,4.27,1.2,0.2825,0.23220000000000002,c0,2.325,0.9255
3.465,3.4299999999999997,1.28,0.12275,0.1539,c1,1.3119999999999998,0.615
3.465,3.36,1.08,0.09475,0.1278,c1,1.072,0.519
5.040000000000001,4.935,1.76,0.40875,0.27765,c0,3.9619999999999997,2.2800000000000002
4.41,4.445,1.24,0.23875,0.27315,c1,2.29,0.9465
1.215,1.26,0.64,0.00725,0.006299999999999999,c2,0.066,0.03
3.015,3.15,0.88,0.09050000000000001,0.07650000000000001,c2,0.839,0.4035
4.095,4.305,1.2,0.191,0.2223,c0,1.867,0.7845
3.33,3.605,0.92,0.17075,0.1395,c0,1.229,0.43799999999999994
3.555,3.5,1.16,0.166,0.16335,c2,1.573,0.7364999999999999
2.5200000000000005,2.59,0.72,0.04975,0.04905,c2,0.436,0.1845
4.635,4.34,1.24,0.33425,0.23445000000000002,c1,2.651,1.0050000000000001
4.365,4.375,1.08,0.305,0.24075000000000002,c1,2.605,1.0815
4.2749999999999995,4.13,1.24,0.1855,0.2115,c1,1.943,0.8400000000000001
5.175,5.215,1.6,0.47700000000000004,0.3024,c0,3.7680000000000002,1.4849999999999999
4.365,4.34,1.64,0.19375,0.22545,c0,2.438,1.155
3.8249999999999997,3.8500000000000005,1.16,0.21625,0.1539,c2,1.78,0.7080000000000001
4.635,4.585,1.24,0.262,0.3114,c1,2.6180000000000003,1.155
3.015,3.01,0.96,0.09925,0.07785,c0,0.794,0.3105
4.32,4.27,1.48,0.34475,0.26234999999999997,c0,2.613,0.8699999999999999
2.835,2.8000000000000003,0.72,0.0755,0.0657,c2,0.649,0.264
2.61,2.6950000000000003,0.8,0.05,0.0549,c2,0.515,0.258
3.195,3.3249999999999997,1.0,0.09300000000000001,0.0963,c0,0.925,0.43499999999999994
3.33,3.22,0.96,0.13225,0.09720000000000001,c2,1.067,0.4035
3.5100000000000002,3.4299999999999997,0.96,0.11025,0.0927,c2,1.022,0.5235
4.635,4.41,1.4,0.24600000000000002,0.2223,c0,2.391,1.1099999999999999
2.0700000000000003,2.31,0.64,0.02825,0.03285,c2,0.28,0.138
3.87,3.9200000000000004,1.04,0.16775,0.12915,c2,1.456,0.6525
3.375,3.5,1.04,0.15275,0.15525,c0,1.442,0.66
2.61,2.625,1.12,0.07,0.05625,c2,0.6,0.2475
3.2399999999999998,3.29,0.8,0.08175,0.0801,c1,0.941,0.41550000000000004
4.545,4.62,1.52,0.33875,0.2565,c0,2.877,0.534
2.88,2.8000000000000003,0.88,0.07025,0.08865,c1,0.706,0.30000000000000004
2.1149999999999998,2.205,0.44,0.0325,0.024300000000000002,c2,0.302,0.11699999999999999
4.68,5.005,1.44,0.354,0.31725,c0,3.2,1.335
3.96,3.9899999999999998,1.16,0.18025,0.17595000000000002,c0,1.763,0.8205
3.555,3.535,1.08,0.14400000000000002,0.11835000000000001,c0,1.183,0.5549999999999999
3.195,3.15,0.84,0.1185,0.10485000000000001,c1,1.045,0.43499999999999994
2.0700000000000003,2.065,0.64,0.0325,0.045000000000000005,c2,0.325,0.11549999999999999
4.7250000000000005,4.48,1.44,0.24325,0.26955,c0,2.627,1.2225
5.040000000000001,4.935,1.32,0.3985,0.36855,c0,3.35,1.164
4.455,4.375,1.44,0.23575,0.2286,c0,2.163,0.9405
1.485,1.54,0.44,0.01075,0.0108,c2,0.109,0.06
4.815,4.7250000000000005,1.48,0.35175,0.3618,c1,3.115,1.2000000000000002
2.295,2.345,0.64,0.0395,0.03195,c2,0.336,0.15000000000000002
4.140000000000001,4.13,1.16,0.19,0.216,c0,1.858,0.765
3.465,3.64,1.32,0.1875,0.162,c0,1.5819999999999999,0.5445
3.6,3.5,1.04,0.185,0.14400000000000002,c0,1.543,0.633
3.6,3.6750000000000003,1.0,0.1845,0.12465000000000001,c2,1.393,0.49199999999999994
2.9250000000000003,2.975,0.88,0.08475,0.0828,c2,0.81,0.3195
4.59,4.585,1.28,0.198,0.25425,c1,2.184,1.1099999999999999
4.365,4.41,1.16,0.25325,0.16065,c0,2.124,1.0095
1.7550000000000001,1.8900000000000001,0.48,0.01425,0.021150000000000002,c2,0.146,0.09
3.06,3.045,0.92,0.09125,0.0702,c2,0.785,0.3435
2.5200000000000005,2.59,0.84,0.04525,0.05265,c0,0.46799999999999997,0.22499999999999998
4.095,3.5700000000000003,1.08,0.14375,0.1386,c2,1.371,0.6104999999999999
3.42,3.465,1.08,0.10325,0.10485000000000001,c2,1.019,0.495
2.5200000000000005,2.59,0.68,0.05475,0.03150000000000001,c2,0.434,0.186
2.34,2.345,0.72,0.04375,0.036899999999999995,c2,0.393,0.16799999999999998
4.2749999999999995,4.06,1.24,0.21525,0.20700000000000002,c1,1.9480000000000002,0.855
3.69,3.8150000000000004,1.0,0.14875,0.1314,c1,1.387,0.63
4.2299999999999995,4.06,1.32,0.16075,0.17865,c0,1.854,0.9450000000000001
4.905,4.8999999999999995,1.72,0.44125,0.39465,c0,3.825,1.518
4.2299999999999995,4.27,1.28,0.213,0.20295000000000002,c1,2.0340000000000003,0.96
3.8249999999999997,3.8850000000000002,1.04,0.14175,0.11970000000000001,c2,1.296,0.6315
2.79,2.905,0.76,0.09050000000000001,0.051300000000000005,c2,0.68,0.249
3.2399999999999998,3.3249999999999997,1.16,0.14125,0.12329999999999999,c2,1.265,0.5700000000000001
4.365,4.69,1.4,0.26775,0.2898,c2,2.513,1.158
3.15,3.185,0.84,0.1065,0.0963,c2,0.889,0.3345
2.43,2.5549999999999997,0.84,0.04575,0.04275,c2,0.431,0.189
4.815,4.515000000000001,1.52,0.23399999999999999,0.21465,c1,2.479,1.272
3.555,3.71,0.92,0.1245,0.12375000000000001,c1,1.137,0.483
1.845,1.9600000000000002,0.56,0.020499999999999997,0.027,c2,0.203,0.09
3.195,3.3249999999999997,0.96,0.11699999999999999,0.09135000000000001,c0,0.96,0.405
4.95,4.8999999999999995,1.36,0.37675,0.29385,c1,3.3680000000000003,0.96
2.9250000000000003,2.975,0.96,0.071,0.09585,c0,0.751,0.315
4.005,3.9200000000000004,1.32,0.17275,0.1611,c2,1.6640000000000001,0.837
4.2299999999999995,4.0249999999999995,1.2,0.22575,0.18359999999999999,c0,2.283,1.2000000000000002
3.465,3.4299999999999997,1.0,0.15325,0.0864,c0,1.218,0.5325
3.33,3.36,0.8,0.1215,0.09135000000000001,c0,1.027,0.405
4.005,4.13,1.08,0.16399999999999998,0.15705,c2,1.543,0.6900000000000001
2.1149999999999998,2.66,0.8,0.05275,0.048600000000000004,c0,0.516,0.24
1.8,2.275,0.64,0.01975,0.02025,c2,0.199,0.096
5.22,4.83,1.56,0.354,0.32535,c1,3.3160000000000003,1.4144999999999999
4.05,4.165,1.2,0.29325,0.19845000000000002,c1,2.228,0.75
4.05,3.8500000000000005,1.2,0.20350000000000001,0.18135,c0,2.029,0.8624999999999999
2.835,2.8699999999999997,0.88,0.06275,0.05895,c1,0.642,0.28500000000000003
2.25,2.31,0.76,0.051,0.03555,c2,0.417,0.15600000000000003
3.5100000000000002,3.5,1.08,0.1805,0.14175000000000001,c0,1.563,0.7155
3.915,4.095,1.12,0.15425,0.11610000000000001,c1,1.391,0.6735
2.9250000000000003,3.08,0.72,0.07400000000000001,0.060300000000000006,c2,0.7,0.315
3.195,3.185,0.84,0.069,0.06885,c2,0.7440000000000001,0.405
4.1850000000000005,4.165,1.24,0.23225,0.10079999999999999,c1,2.052,0.915
3.69,3.8500000000000005,1.04,0.22275,0.19035,c0,1.741,0.639
3.465,3.465,1.0,0.13775,0.11115,c2,1.17,0.495
2.9250000000000003,2.8699999999999997,0.84,0.0795,0.0693,c1,0.727,0.36
4.2749999999999995,4.48,1.12,0.24475,0.20655,c1,2.145,0.9299999999999999
3.33,3.4299999999999997,0.88,0.1355,0.09315,c2,1.0759999999999998,0.41700000000000004
4.5,4.41,1.28,0.24525,0.27,c1,2.44,1.035
4.68,4.69,1.4,0.31375,0.3411,c0,2.951,1.1219999999999999
4.095,4.06,1.36,0.187,0.19215,c1,1.815,0.855
2.5200000000000005,2.59,0.76,0.061,0.04680000000000001,c2,0.531,0.24
3.6450000000000005,3.605,1.04,0.1065,0.12060000000000001,c2,1.146,0.585
4.005,3.9899999999999998,1.16,0.20600000000000002,0.1953,c1,1.755,0.66
2.9250000000000003,2.975,0.92,0.081,0.07785,c2,0.737,0.3135
4.05,3.9549999999999996,1.4,0.26525,0.22095,c1,2.473,0.9239999999999999
4.365,4.34,1.4,0.2655,0.27675,c1,2.542,1.1099999999999999
4.2749999999999995,4.305,1.16,0.19575,0.17550000000000002,c1,1.905,0.96
3.375,3.29,1.04,0.10725,0.14759999999999998,c0,1.159,0.585
3.15,3.15,1.08,0.1155,0.12329999999999999,c1,1.12,0.43499999999999994
2.79,2.905,0.8,0.057,0.05085,c2,0.561,0.2925
4.365,4.375,1.36,0.29275,0.2637,c0,2.8739999999999997,1.4249999999999998
4.455,4.41,1.32,0.2995,0.2556,c1,2.615,0.9450000000000001
4.7250000000000005,4.48,1.48,0.3815,0.37845,c0,3.4139999999999997,1.3305
2.43,2.485,0.8,0.0415,0.0333,c2,0.43200000000000005,0.22499999999999998
1.935,1.9949999999999999,0.48,0.0155,0.0207,c2,0.187,0.09
3.15,3.22,0.88,0.08800000000000001,0.0747,c2,0.8,0.3615
3.555,3.3249999999999997,1.08,0.12325,0.14805000000000001,c0,1.1840000000000002,0.6000000000000001
3.735,3.8150000000000004,1.2,0.13975,0.1467,c1,1.467,0.6555
2.5200000000000005,2.485,0.76,0.04775,0.0558,c0,0.491,0.22499999999999998
2.43,2.52,0.68,0.04525,0.030600000000000002,c2,0.392,0.159
1.7550000000000001,1.9250000000000003,0.52,0.027000000000000003,0.018000000000000002,c2,0.212,0.08399999999999999
3.465,3.4299999999999997,1.12,0.099,0.1143,c2,1.085,0.5249999999999999
4.5,4.515000000000001,1.4,0.28225,0.25920000000000004,c0,2.572,1.158
3.33,3.395,1.04,0.12425,0.0945,c0,1.052,0.4665
3.195,3.185,9.04,0.166,0.10439999999999999,c1,1.188,0.4005
3.69,4.2,1.16,0.22375,0.1764,c0,1.8780000000000001,0.804
4.05,3.9899999999999998,1.24,0.28125,0.23085,c0,2.39,0.885
2.835,2.905,1.0,0.034,0.081,c0,0.7759999999999999,0.375
2.475,2.625,0.72,0.04650000000000001,0.03645,c2,0.436,0.22649999999999998
4.7700000000000005,4.83,1.52,0.33899999999999997,0.2979,c0,3.191,1.44
2.97,3.045,0.84,0.078,0.04995,c2,0.67,0.315
4.95,4.795,1.6,0.4065,0.3483,c0,3.545,1.47
4.545,4.62,1.52,0.31275,0.30375,c1,2.809,1.1235
3.915,4.0249999999999995,1.12,0.2005,0.1719,c0,1.691,0.666
2.97,3.115,0.96,0.06,0.0756,c2,0.6940000000000001,0.315
3.96,3.9899999999999998,1.4,0.19025,0.20565,c0,1.883,0.8490000000000001
3.195,3.15,0.92,0.092,0.09720000000000001,c2,0.877,0.3375
3.15,3.185,1.12,0.09825,0.11925000000000001,c1,1.145,0.5249999999999999
3.195,3.4299999999999997,1.24,0.2325,0.18135,c0,1.962,0.7515000000000001
